transaction_date,narration,transaction_amount,balance,transaction_type
01/09/2017,EMILY AND STK 1ST SEPT//TRF TOEV MIRACLE BAKERS COMPANYNIG LTD,209000.0,4924884.13,DEBIT
03/09/2017,ISW CHARGE:ISW/135604801530/1014794871/Cleaning//WILLIAMS NELSON UDUAK,50.0,4924834.13,DEBIT
03/09/2017,MR MOSES//TRF TO MOSES ALABI,40000.0,4884834.13,DEBIT
03/09/2017,ISW/135604801530/1014794871/Cleaning//WILLIAMS NELSON UDUAK,50000.0,4794834.13,CREDIT
04/09/2017,ISW CHARGE:ISW/135604802491/1014794871/Balance payment for flour//IBRAHIMBAKO,50.0,4794784.13,DEBIT
04/09/2017,PURCHASE OF WOOD//TRF TOMOSES ALABI,70000.0,4724784.13,DEBIT
04/09/2017,ISW/135604802491/1014794871/Balance payment for flour//IBRAHIMBAKO,1450000.0,3274784.13,DEBIT
05/09/2017,CD/DEREK S/DS4240420,638550.0,3913334.13,CREDIT
05/09/2017,DS270524/CD PIUS ISHAKU,640000.0,4553334.13,CREDIT
05/09/2017,BIG FOIL PLATES//TRF TO OGECHICHINONSO MADU,18000.0,4535334.13,DEBIT
06/09/2017,CD/HABIB M/DS3907719,385500.0,4920834.13,CREDIT
06/09/2017,ISW CHARGE:ISW/135604868665/1014794871/Flour supplied last week//AKINOLAGBEMIS,50.0,4920784.13,DEBIT
06/09/2017,ISW/135604868665/1014794871/Flour supplied last week//AKINOLAGBEMISOLA SULIAT,1356000.0,3564784.13,DEBIT
07/09/2017,ds3929066/cd/habib mary,377020.0,3941804.13,CREDIT
07/09/2017,INSTANT SUCCESS YEAST//TRF TOEV MIRACLE BAKERS COMPANYNIG LTD,273000.0,3668804.13,DEBIT
08/09/2017,Rvsl:ISW CHARGE:ISW/135604875602/1014794871/Banner for wow//OMONIYI OLUWASOGOA,50.0,3668854.13,CREDIT
08/09/2017,Rvsl:ISW CHARGE:ISW/135604876348/1014794871/Wowbanner//OLUWASEUN AKOSILE,50.0,3668904.13,CREDIT
08/09/2017,TRF FRM OLANREWAJU BENSONAMUDA TO WOW BAKERYCONFECTIONERY AND PASTRIESNI,6000.0,3674904.13,CREDIT
08/09/2017,Rvsl:ISW/135604875602/1014794871/Banner for wow//OMONIYIOLUWASOGO ADEWALE,60000.0,3734904.13,CREDIT
08/09/2017,ISW CHARGE:ISW/135604875602/1014794871/Banner for wow//OMONIYI OLUWASOGOADEWAL,50.0,3794854.13,CREDIT
08/09/2017,ISW CHARGE:ISW/135604876348/1014794871/Wowbanner//OLUWASEUN AKOSILE,50.0,3794804.13,DEBIT
08/09/2017,STAMP DUTY CHARGE,250.0,3794554.13,DEBIT
08/09/2017,ISW/135604875602/1014794871/Banner for wow//OMONIYI OLUWASOGOADEWALE,60000.0,3734554.13,DEBIT
08/09/2017,ISW/135604876348/1014794871/Wowbanner//OLUWASEUN AKOSILE,60000.0,3674554.13,DEBIT
10/09/2017,Adesunloro,2200.0,3676754.13,CREDIT
10/09/2017,BALANCE FOR TILES//TRF TOHUMPHREY   UZOCHUKWU,50000.0,3626754.13,DEBIT
11/09/2017,NEFT/INTERSWITCHNG/Goodsandservices09092,11165.63,3637919.76,CREDIT
11/09/2017,NEFT/INTERSWITCHNG/Goodsandservices10092,14986.76,3652906.52,CREDIT
11/09/2017,ds161814/cd baba ruth,222000.0,3874906.52,CREDIT
11/09/2017,ds1441462/cd/derek shuaib,715000.0,4589906.52,CREDIT
11/09/2017,ISW CHARGE:ISW/135604882854/1014794871/Refillfor friday and today//VICTORIA PE,50.0,4589856.52,DEBIT
11/09/2017,ISW/135604882854/1014794871/Refillfor friday and today//VICTORIAPETER IKANI,60000.0,4529856.52,DEBIT
12/09/2017,NEFT/INTERSWITCHNG/Goodsandservices12092,2382.02,4532238.54,CREDIT
12/09/2017,Zenith POS Settlement for 12/09/2017,47700.0,4579938.54,CREDIT
12/09/2017,ds374162/cd pius ishaku,250000.0,4829938.54,CREDIT
12/09/2017,"ISW CHARGE:ISW/135604883429/1014794871/Shafing dishes and tumblers//OLU, YEMISI",50.0,4829888.54,DEBIT
12/09/2017,"ISW CHARGE:ISW/135604883435/1014794871/Media campaign//KOLO, PAUL N.",50.0,4829838.54,DEBIT
12/09/2017,Zenith POS Settlement Comm for12/09/2017,576.28,4829262.26,DEBIT
12/09/2017,"ISW/135604883429/1014794871/Shafing dishes and tumblers//OLU, YEMISI",96000.0,4703262.26,CREDIT
13/09/2017,Rvsl:ISW CHARGE:ISW/135604886478/1014794871/Balance for printing work//OMONIYI,50.0,4703312.26,CREDIT
13/09/2017,Rvsl:ISW CHARGE:ISW/135604888048/1014794871/AC//RELAXED MIND INVEST GLOBALCOY,50.0,4703362.26,CREDIT
13/09/2017,NIP/FBN/SUNDAY OLUWASEYIOMOWUMI/FBNMOBILE:WOWBAKERY CONFECTIONERY ANDPASTRIES,350.0,4703712.26,CREDIT
13/09/2017,Zenith POS Settlement for 13/09/2017,5150.0,4708862.26,CREDIT
13/09/2017,NEFT/INTERSWITCHNG/Goodsandservices13092,12555.13,4721417.39,CREDIT
13/09/2017,Zenith POS Settlement for 13/09/2017,16050.0,4737467.39,CREDIT
13/09/2017,Rvsl:ISW/135604886478/1014794871/Balance for printing work//OMONIYIOLUWASOGO AD,20000.0,4757467.39,CREDIT
13/09/2017,Rvsl:ISW/135604888048/1014794871/AC//RELAXED MIND INVESTGLOBAL COY LTD,60000.0,4817467.39,CREDIT
13/09/2017,ds1441551/cd/derek shuaib,462500.0,5279967.39,CREDIT
13/09/2017,"ISW CHARGE:ISW/135604886472/1014794871/Printout//IDOWU, OLUWAFEMI D.",50.0,5279917.39,DEBIT
13/09/2017,ISW CHARGE:ISW/135604886478/1014794871/Balance for printing work//OMONIYIOLUWA,50.0,5279867.39,DEBIT
13/09/2017,ISW CHARGE:ISW/135604888048/1014794871/AC//RELAXED MIND INVEST GLOBALCOY LTD,50.0,5279817.39,DEBIT
13/09/2017,Zenith POS Settlement Comm for13/09/2017,64.38,5279753.01,DEBIT
13/09/2017,Zenith POS Settlement Comm for13/09/2017,188.14,5279564.87,DEBIT
13/09/2017,ISW/135604888048/1014794871/AC//RELAXED MIND INVEST GLOBALCOY LTD,60000.0,5199564.87,CREDIT
13/09/2017,"ISW/135604886472/1014794871/Printout//IDOWU, OLUWAFEMI D.",100000.0,5099564.87,DEBIT
13/09/2017,LEATHER//TRF TO MOSES ALABI,112000.0,4987564.87,DEBIT
14/09/2017,Zenith POS Settlement for 14/09/2017,14200.0,5001764.87,CREDIT
14/09/2017,NEFT/INTERSWITCHNG/Goodsandservices14092,24812.51,5026577.38,CREDIT
14/09/2017,CD/HABIB M/DS305327,184500.0,5211077.38,CREDIT
14/09/2017,ISW CHARGE:ISW/135604889482/1014794871/Acrepairs//RELAXED MINDINVESTMENT GLOB,50.0,5211027.38,DEBIT
14/09/2017,"ISW CHARGE:ISW/135604891521/1014794871/Table phone//OGBONNAYA, SAMUEL C.",50.0,5210977.38,DEBIT
14/09/2017,ISW CHARGE:ISW/135604891570/1014794871/Items bought last week&today//SUNDAYMIC,50.0,5210927.38,DEBIT
14/09/2017,Zenith POS Settlement Comm for14/09/2017,177.51,5210749.87,DEBIT
14/09/2017,AC BREAKER//TRF TO MARGARETYEGRAOWO ODEY,13500.0,5197249.87,DEBIT
14/09/2017,"ISW/135604891521/1014794871/Table phone//OGBONNAYA, SAMUEL C.",26000.0,5171249.87,DEBIT
14/09/2017,ISW/135604889482/1014794871/Acrepairs//RELAXED MINDINVESTMENT GLOBAL COMPANY L,60000.0,5111249.87,DEBIT
14/09/2017,3 SACKS//TRF TO SAYED FARMSLTD-ABUJA A/C,66400.0,5044849.87,DEBIT
14/09/2017,ISW/135604891570/1014794871/Items bought last week&today//SUNDAYMICHIKA JOHN,174900.0,4869949.87,DEBIT
15/09/2017,Zenith POS Settlement for 15/09/2017,3100.0,4873049.87,CREDIT
15/09/2017,NEFT/INTERSWITCHNG/Goodsandservices15092,4764.0,4877813.87,CREDIT
15/09/2017,CD  PIUS ISHAKU/  1013626,150120.0,5027933.87,CREDIT
15/09/2017,ISW CHARGE:ISW/135604892908/1014794871/3Hypes//EZEAKABUDUFORTUNATUS,50.0,5027845.12,CREDIT
15/09/2017,STAMP DUTY CHARGE,900.0,5026945.12,DEBIT
15/09/2017,MIRA BOTTLED WATER//TRF TOMIRA PURIFICATION LTD,55000.0,4971945.12,DEBIT
15/09/2017,ISW/135604892908/1014794871/3Hypes//EZEAKABUDUFORTUNATUS,75000.0,4896945.12,DEBIT
15/09/2017,EMILY 10 AND 3 NAPA//TRF TOEV MIRACLE BAKERS COMPANYNIG LTD,113000.0,4783945.12,DEBIT
17/09/2017,NIP/DBP/GODWIN DANIEL ETIM/NIP- TRF IFO WOW BAKERYCONFECTIONERY AND PASTRIESN,2000.0,4785945.12,CREDIT
18/09/2017,NEFT/INTERSWITCHNG/Goodsandservices17092,3176.0,4789121.12,CREDIT
18/09/2017,NEFT/INTERSWITCHNG/Goodsandservices18092,3870.75,4792991.87,CREDIT
18/09/2017,NEFT/INTERSWITCHNG/Goodsandservices16092,8684.38,4801676.25,CREDIT
18/09/2017,ds23569/cd/derek shuaib,601500.0,5403176.25,CREDIT
18/09/2017,ISW CHARGE:ISW/135604898059/1014794871/Stool//EGWUCHUKWU CHIADIKAOBIUBAKA,50.0,5403126.25,DEBIT
18/09/2017,ISW/135604898059/1014794871/Stool//EGWUCHUKWU CHIADIKAOBIUBAKA,62000.0,5341126.25,DEBIT
19/09/2017,NIP/GTB/ABUTU PRECIOUSPENINNAH/NIP FROM ABUTUPRECIOUS PENINNAH TO WOWBAKERY C,2300.0,5343426.25,CREDIT
19/09/2017,NIP/GTB/BOYE-FAKEYEOLUBUNMI/NIP FROM BOYE-FAKEYE OLUBUNMI TO WOWBAKERY CONFECT,3100.0,5346526.25,CREDIT
19/09/2017,Zenith POS Settlement for 19/09/2017,10900.0,5357426.25,CREDIT
19/09/2017,NEFT/INTERSWITCHNG/GoodsandservicesR1909,16624.38,5374050.63,CREDIT
19/09/2017,Zenith POS Settlement Comm for19/09/2017,136.25,5394114.38,CREDIT
19/09/2017,Zenith POS Settlement Comm for19/09/2017,252.5,5393861.88,DEBIT
20/09/2017,NEFT/INTERSWITCHNG/Goodsandservices20092,5161.0,5399022.88,CREDIT
20/09/2017,Zenith POS Settlement for 20/09/2017,10550.0,5409572.88,CREDIT
20/09/2017,CD/HABIB M/DS30596,576050.0,5985622.88,CREDIT
20/09/2017,Zenith POS Settlement Comm for20/09/2017,131.88,5985491.0,DEBIT
20/09/2017,RV Loc POS 539983xxxx7911190917,595.5,5984895.5,DEBIT
20/09/2017,RV Loc POS 539983xxxx1532190917,1389.5,5983506.0,DEBIT
20/09/2017,RV Loc POS 539983xxxx1532190917,1389.5,5982116.5,DEBIT
20/09/2017,RV Loc POS 539983xxxx3965190917,2183.5,5979933.0,DEBIT
21/09/2017,NIP/DBP/ANISHE OLUMIDEMAYOWA/NIP - TRF IFO WOWBAKERY CONFECTIONERY ANDPASTRIE,800.0,5980733.0,CREDIT
21/09/2017,NEFT/INTERSWITCHNG/Goodsandservices21092,17567.26,5998300.26,CREDIT
21/09/2017,Zenith POS Settlement for 21/09/2017,26700.0,6025000.26,CREDIT
21/09/2017,ISW CHARGE:ISW/135604907582/1014794871/I bagof rice and salt//ABDULLAHI SALIHU,50.0,6024950.26,DEBIT
21/09/2017,Zenith POS Settlement Comm for21/09/2017,333.76,6024616.5,DEBIT
21/09/2017,ISW/135604907582/1014794871/I bagof rice and salt//ABDULLAHI SALIHU,25500.0,5999116.5,DEBIT
21/09/2017,DRINK PURCHASE//TRF TO RHODAFUNMILAYO AMINU,30850.0,5968266.5,DEBIT
22/09/2017,Zenith POS Settlement for 22/09/2017,7300.0,5975566.5,CREDIT
22/09/2017,NEFT/INTERSWITCHNG/Goodsandservices22092,19254.5,5994821.0,CREDIT
22/09/2017,ds309765/cd ruth baba,215600.0,6210421.0,CREDIT
22/09/2017,ds11853/cd/derek shuaib,291500.0,6501921.0,CREDIT
22/09/2017,"ISW CHARGE:ISW/135604910162/1014794871/Printing work//IDOWU, SAMUELADEBAYO",50.0,6501871.0,DEBIT
22/09/2017,SMS Notification Charge Sep 2017,344.0,6501435.74,CREDIT
22/09/2017,STAMP DUTY CHARGE,950.0,6500485.74,DEBIT
22/09/2017,WORK WOOD//TRF TO MOSESALABI,19000.0,6481485.74,DEBIT
22/09/2017,"ISW/135604910162/1014794871/Printing work//IDOWU, SAMUELADEBAYO",65000.0,6416485.74,DEBIT
24/09/2017,"ISW CHARGE:ISW/135604913222/1014794871/Extreme mayonnaise//ALAGBE, SAMSONBABAT",50.0,6416435.74,DEBIT
24/09/2017,ISW CHARGE:ISW/135604913406/1014794871/Cctvfixing//OGAR CLEMENT OGABOR,50.0,6416385.74,DEBIT
24/09/2017,ISW CHARGE:ISW/135604913415/1014794871/7small and 1big//VICTORIA PETER IKANI,50.0,6416335.74,DEBIT
24/09/2017,ISW CHARGE:ISW/135604913553/1014794871/50local chicken//RABIU MUAZU,50.0,6416285.74,DEBIT
24/09/2017,ISW CHARGE:ISW/135604914096/1014794871/Honeywell flour//IBRAHIM  BAKO,50.0,6416235.74,DEBIT
24/09/2017,ISW/135604913406/1014794871/Cctvfixing//OGAR CLEMENT OGABOR,35000.0,6381235.74,DEBIT
24/09/2017,ISW/135604913553/1014794871/50local chicken//RABIU MUAZU,40000.0,6341235.74,DEBIT
24/09/2017,ISW/135604913415/1014794871/7small and 1big//VICTORIA PETER IKANI,44000.0,6297235.74,DEBIT
24/09/2017,3BAGS OF CHICKEN LAPS//TRF TOSAYED FARMS LTD-ABUJA A/C,49600.0,6247635.74,DEBIT
24/09/2017,"ISW/135604913222/1014794871/Extreme mayonnaise//ALAGBE, SAMSONBABATUNDE",84000.0,6163635.74,DEBIT
24/09/2017,ISW/135604914096/1014794871/Honeywell flour//IBRAHIM  BAKO,1695000.0,4468635.74,DEBIT
25/09/2017,NEFT/INTERSWITCHNG/Goodsandservices25092,3573.01,4472208.75,CREDIT
25/09/2017,NEFT/INTERSWITCHNG/Goodsandservices23092,13448.38,4485657.13,CREDIT
25/09/2017,NEFT/INTERSWITCHNG/Goodsandservices24092,17716.13,4503373.26,CREDIT
26/09/2017,Zenith POS Settlement for 26/09/2017,7150.0,5040523.26,CREDIT
26/09/2017,NEFT/INTERSWITCHNG/Goodsandservices26092,12852.88,5053376.14,CREDIT
26/09/2017,Zenith POS Settlement for 26/09/2017,36550.0,5089926.14,CREDIT
26/09/2017,DS168154/CD/DEREK SHUAIB,396000.0,5485926.14,CREDIT
26/09/2017,ISW CHARGE:ISW/135604920672/1014794871/Airfreight//SGK GLOBAL SHIPPINGSERVICE,50.0,5485876.14,DEBIT
26/09/2017,Zenith POS Settlement Comm for26/09/2017,89.38,5485786.76,DEBIT
26/09/2017,Zenith POS Settlement Comm for26/09/2017,456.91,5485329.85,DEBIT
26/09/2017,SUPPLY OF LAPS 7SACKS//TRF TOSAYED FARMS LTD-ABUJA A/C,130000.0,5355329.85,DEBIT
26/09/2017,ISW/135604920672/1014794871/Airfreight//SGK GLOBAL SHIPPINGSERVICES,548410.74,4806919.11,CREDIT
27/09/2017,Zenith POS Settlement for 27/09/2017,3750.0,4810669.11,CREDIT
27/09/2017,NEFT/INTERSWITCHNG/Goodsandservices27092,16475.51,4827144.62,CREDIT
27/09/2017,Zenith POS Settlement Comm for27/09/2017,46.88,4827097.74,DEBIT
27/09/2017,AMANDA AND EMILY//TRF TO    EVMIRACLE BAKERS COMPANY NIGLTD,170000.0,4657097.74,DEBIT
28/09/2017,Zenith POS Settlement for 28/09/2017,2100.0,4659197.74,CREDIT
28/09/2017,NEFT/INTERSWITCHNG/Goodsandservices28092,9031.76,4668229.5,CREDIT
28/09/2017,DS208502/CD/HABIB NMARY,258000.0,4926229.5,CREDIT
28/09/2017,Zenith POS Settlement Comm for28/09/2017,26.25,4926203.25,DEBIT
28/09/2017,ISW CHARGE:ISW/135604925984/1014794871/Duste flour supply//AKINOLA GBEMISOLASU,50.0,4926153.25,DEBIT
28/09/2017,ISW CHARGE:ISW/135604926571/1014794871/473ml mayonnaise//ALAGBE  SAMSONBABATUN,50.0,4926053.25,CREDIT
28/09/2017,ISW CHARGE:ISW/135604926840/1014794871/Gearbox//DE OJOKOS NIGERIA LTD,50.0,4926003.25,DEBIT
28/09/2017,ISW/135604926571/1014794871/473ml mayonnaise//ALAGBE  SAMSONBABATUNDE,50000.0,4876003.25,DEBIT
28/09/2017,ISW/135604926840/1014794871/Gearbox//DE OJOKOS NIGERIA LTD,60000.0,4816003.25,DEBIT
28/09/2017,ISW/135604926563/1014794871/Special bread//APEX PACKAGINGLIMITED,100000.0,4716003.25,DEBIT
28/09/2017,ISW/135604925984/1014794871/Duste flour supply//AKINOLA GBEMISOLASULIAT,1130000.0,3586003.25,DEBIT
29/09/2017,NEFT/INTERSWITCHNG/Goodsandservices29092,4615.13,3590618.38,CREDIT
29/09/2017,Zenith POS Settlement for 29/09/2017,8500.0,3599118.38,CREDIT
29/09/2017,Rvsl ISW/135604926571/473mlmayonnaise//,50000.0,3649118.38,CREDIT
29/09/2017,Rvsl ISW/135604926563/Specialbread//APE,100000.0,3749118.38,CREDIT
29/09/2017,DS150744/CD/DEREK SHUIABU,238500.0,3987618.38,CREDIT
29/09/2017,Rvsl ISW/135604925984/Duste floursupply,1130000.0,5117618.38,CREDIT
29/09/2017,ISW CHARGE:ISW/135604930877/1014794871/Flour to duste//AKINOLA GBEMISOLASULIAT,50.0,5117568.38,DEBIT
29/09/2017,Zenith POS Settlement Comm for29/09/2017,106.26,5117462.12,DEBIT
29/09/2017,STAMP DUTY CHARGE,950.0,5116512.12,DEBIT
29/09/2017,ISW/135604930877/1014794871/Flour to duste//AKINOLA GBEMISOLASULIAT,1130000.0,3986512.12,DEBIT
30/09/2017,ISW CHARGE:ISW/135604932065/1014794871/Small mayonnise//ALAGBE  SAMSONBABATUND,50.0,3986412.12,CREDIT
30/09/2017,ISW CHARGE:ISW/135604932069/1014794871/Special bread nylons//APEX PACKAGINGLIM,50.0,3986362.12,DEBIT
30/09/2017,Acct Maint. Fee + VAT,11088.41,3975273.71,DEBIT
30/09/2017,ISW/135604932059/1014794871/Transportation of goods//SGK GLOBALSHIPPING SERVICE,30000.0,3945273.71,DEBIT
30/09/2017,ISW/135604932065/1014794871/Small mayonnise//ALAGBE  SAMSONBABATUNDE,50000.0,3895273.71,DEBIT
30/09/2017,ISW/135604932069/1014794871/Special bread nylons//APEX PACKAGINGLIMITED,100000.0,3795273.71,DEBIT
01/10/2017,NIP/FBN/ANENE TOCHUKWUURSULA/USSD_ANENETOCHUKWU URSULA,1500.0,3796773.71,CREDIT
01/10/2017,"ISW CHARGE:ISW/135604933133/1014794871/5cartons oil//OGBADA, JONAH",50.0,3796723.71,DEBIT
01/10/2017,"ISW/135604933133/1014794871/5cartons oil//OGBADA, JONAH",75000.0,3721723.71,DEBIT
01/10/2017,ICE CREAM MIX//TRF TO ISAAC GNKEMDILIM,96000.0,3625723.71,DEBIT
02/10/2017,NIP/ABN/OPEYEMI ELIZABETHODUOYE/FT//WOW BAK/OPEYEMI,1500.0,3627223.71,CREDIT
03/10/2017,NIP/FBN/ANENE TOCHUKWUURSULA/USSD_ANENETOCHUKWU URSULA,1100.0,3628323.71,CREDIT
03/10/2017,NIP/FBN/ANENE TOCHUKWUURSULA/USSD_ANENETOCHUKWU URSULA,1100.0,3629423.71,CREDIT
03/10/2017,NIP/FBN/ANENE TOCHUKWUURSULA/USSD_ANENETOCHUKWU URSULA,1100.0,3630523.71,CREDIT
03/10/2017,"NIP/GTB/MOHAMMED  AISHAKARMA/NIP FROM MOHAMMED,AISHA KARMA TO WOW BAKERYCONFE",1600.0,3633513.21,CREDIT
03/10/2017,NEFT/INTERSWITCHNG/Goodsandservices01102,11463.41,3644976.62,CREDIT
03/10/2017,NEFT/INTERSWITCHNG/Goodsandservices30092,15185.27,3660161.89,CREDIT
03/10/2017,NIP/DBP/JAKONDA  ADAILILAYWI/NIP - TRF IFO WOW BAKERYCONFECTIONERY AND PASTRI,20000.0,3680161.89,CREDIT
03/10/2017,Zenith POS Settlement for 03/10/2017,45550.0,3725711.89,CREDIT
03/10/2017,"NIP/GTB/UGO EMMANUELIKECHUKWU/NIP FROMUGO,EMMANUEL,IKECHUKWU TOWOW BAKERY CON",51200.0,3776911.89,CREDIT
03/10/2017,DS 197160 DEREK S,361500.0,4138411.89,CREDIT
03/10/2017,ds65347/cd ruth baba,750000.0,4888411.89,CREDIT
03/10/2017,ISW CHARGE:ISW/135604937454/1014794871/Duste Rent//EMEKA SAMUELAGBARAKWE,50.0,4888361.89,DEBIT
03/10/2017,ISW CHARGE:ISW/135604939663/1014794871/5kgcartons icing sugar//ABIODUNOLAYIN,50.0,4888311.89,DEBIT
03/10/2017,Zenith POS Settlement Comm for03/10/2017,569.4,4887742.49,CREDIT
03/10/2017,ISW/135604939663/1014794871/5kgcartons icing sugar//ABIODUNOLAYIN AYEBAMERU,54000.0,4833742.49,DEBIT
03/10/2017,ISW/135604937454/1014794871/Duste Rent//EMEKA SAMUELAGBARAKWE,1200000.0,3633742.49,DEBIT
04/10/2017,Zenith POS Settlement for 04/10/2017,800.0,3634542.49,CREDIT
04/10/2017,Zenith POS Settlement for 04/10/2017,1000.0,3635542.49,CREDIT
04/10/2017,NIP/FBN/OGINNI OLUWABUSAYOTITUS/USSD_OGINNIOLUWABUSAYO TITUS,15000.0,3650542.49,CREDIT
04/10/2017,Zenith POS Settlement Comm for04/10/2017,10.0,3650532.49,DEBIT
04/10/2017,ISW CHARGE:ISW/135604942703/1014794871/Brain box//OBINNA UGBOJA,50.0,3650469.99,CREDIT
04/10/2017,ISW/135604942703/1014794871/Brain box//OBINNA UGBOJA,35000.0,3615469.99,DEBIT
05/10/2017,"NIP/GTB/OTUMEMENAANTHONY/NIP FROM OTUMEMENA,ANTHONY TO WOW BAKERYCONFECTIONE",1700.0,3617169.99,CREDIT
05/10/2017,NIP/GTB/NAHUCHE USMANABUBAKAR/NIP FROM NAHUCHEUSMAN ABUBAKAR TO WOWBAKERY CON,1750.0,3618919.99,CREDIT
05/10/2017,NIP/GTB/ORANUGO  ELOCHUKWUHILLARY/NIP FROM ORANUGOELOCHUKWU HILLARY TO WOW BA,7000.0,3625919.99,CREDIT
05/10/2017,cshd ep79656/ pius ishaku,50000.0,3675919.99,CREDIT
05/10/2017,ds 237230 habib mary,445960.0,4121879.99,CREDIT
05/10/2017,ISW CHARGE:ISW/135604945082/1014794871/Kitchen items last week//SUNDAYMICHIKA,50.0,4121829.99,DEBIT
05/10/2017,ISW CHARGE:ISW/135604947221/1014794871/Motor//OKEGOD TECHNICAL NIGERIALIMITED,50.0,4121779.99,DEBIT
05/10/2017,ISW/135604947221/1014794871/Motor//OKEGOD TECHNICAL NIGERIALIMITED,65000.0,4056779.99,DEBIT
05/10/2017,ISW/135604945082/1014794871/Kitchen items last week//SUNDAYMICHIKA JOHN,158200.0,3898579.99,DEBIT
06/10/2017,NEFT/INTERSWITCHNG/Goodsandservices06102,10878.81,3909458.8,CREDIT
06/10/2017,NIP/DBP/JAKONDA  ADAILILAYWI/NIP - TRF IFO WOW BAKERYCONFECTIONERY AND PASTRI,12000.0,3921458.8,CREDIT
06/10/2017,NIP/FBN/OGINNI OLUWABUSAYOTITUS/USSD_OGINNIOLUWABUSAYO TITUS,13000.0,3934458.8,CREDIT
06/10/2017,Zenith POS Settlement for 06/10/2017,15500.0,3949958.8,CREDIT
06/10/2017,ds 89448 derek shaib,162500.0,4128458.8,CREDIT
06/10/2017,ISW CHARGE:ISW/135604959099/1014794871/Preservative//KWAME TWUM AMPOFO,50.0,4128408.8,DEBIT
06/10/2017,Zenith POS Settlement Comm for06/10/2017,193.75,4128215.05,DEBIT
06/10/2017,STAMP DUTY CHARGE,1350.0,4126865.05,DEBIT
06/10/2017,ISW/135604959099/1014794871/Preservative//KWAME TWUM AMPOFO,38000.0,4088865.05,DEBIT
08/10/2017,NIP/DBP/UTOR TERFALEONARD/NIP - TRF IFO WOWBAKERY CONFECTIONERY ANDPASTRIES N,2200.0,4091065.05,CREDIT
08/10/2017,NIP/FBN/ANENE TOCHUKWUURSULA/USSD_ANENETOCHUKWU URSULA,2500.0,4093565.05,CREDIT
09/10/2017,NEFT/INTERSWITCHNG/Goodsandservices09102,6947.52,4100512.57,CREDIT
09/10/2017,NEFT/INTERSWITCHNG/Goodsandservices07102,11116.01,4111628.58,CREDIT
09/10/2017,NEFT/INTERSWITCHNG/Goodsandservices08102,12803.27,4124431.85,CREDIT
09/10/2017,CD/DEREK S/DS254389,159000.0,4283431.85,CREDIT
09/10/2017,csh de[p138713/ pius jacob,291020.0,4574451.85,CREDIT
09/10/2017,ISW CHARGE:ISW/135605192567/1014794871/Balance bread nylon//APEX PACKAGINGLIMI,50.0,4574401.85,DEBIT
09/10/2017,ISW CHARGE:ISW/135605192688/1014794871/Mamagold delivery//AKINOLAGBEMISOLA SUL,50.0,4574351.85,DEBIT
09/10/2017,ISW CHARGE:ISW/135605192884/1014794871/Pans for bread//ABUBAKAR ABDULLAHI,50.0,4574301.85,DEBIT
09/10/2017,ISW/135605192567/1014794871/Balance bread nylon//APEX PACKAGINGLIMITED,120200.0,4454101.85,DEBIT
09/10/2017,ISW/135605192884/1014794871/Pans for bread//ABUBAKAR ABDULLAHI,150000.0,4304101.85,DEBIT
10/10/2017,NEFT/INTERSWITCHNG/Goodsandservices18092,1935.38,2611037.23,CREDIT
10/10/2017,NEFT/INTERSWITCHNG/Goodsandservices10102,19899.64,2630936.87,CREDIT
10/10/2017,Zenith POS Settlement for 10/10/2017,22850.0,2653786.87,CREDIT
10/10/2017,Zenith POS Settlement for 10/10/2017,36350.0,2690136.87,CREDIT
10/10/2017,CD/PAULINA/LINFIX SOLUTIONLTD/DS259565,150000.0,2840136.87,CREDIT
10/10/2017,CD/PAULINA/DEREKSHAUIB/DS254418,152500.0,2992636.87,CREDIT
10/10/2017,ISW CHARGE:ISW/135605196306/1014794871/Dangote sugar//ABUBAKAR MUSTAPHAALHAJI,50.0,2992586.87,DEBIT
10/10/2017,ISW CHARGE:ISW/135605196376/1014794871/Cook brand&improver//CHIDONUGOANOZIE  A,50.0,2992536.87,DEBIT
10/10/2017,ISW CHARGE:ISW/135605196434/1014794871/Family loaf nylon//YUSTECH POLY NIGENTE,50.0,2992486.87,DEBIT
10/10/2017,ISW CHARGE:ISW/135605196785/1014794871/Rim//TAIWO JOHN OLADELE,50.0,2992436.87,DEBIT
10/10/2017,Zenith POS Settlement Comm for10/10/2017,135.64,2992301.23,DEBIT
10/10/2017,Zenith POS Settlement Comm for10/10/2017,454.39,2991846.84,DEBIT
10/10/2017,ISW/135605196785/1014794871/Rim//TAIWO JOHN OLADELE,25000.0,2966846.84,DEBIT
10/10/2017,ISW/135605196376/1014794871/Cook brand&improver//CHIDONUGOANOZIE  AND  BROS NIG,117000.0,2849846.84,DEBIT
10/10/2017,CHICKEN LAPS FRM SAYED//TRFTO SAYED FARMS LTD-ABUJA A/C,141000.0,2708846.84,DEBIT
10/10/2017,ISW/135605196434/1014794871/Family loaf nylon//YUSTECH POLY NIGENTERPRISES,144000.0,2564846.84,DEBIT
10/10/2017,ISW/135605196306/1014794871/Dangote sugar//ABUBAKAR MUSTAPHAALHAJI,164500.0,2250346.84,CREDIT
11/10/2017,DS1437515/CD RUTH BABA,200000.0,2450346.84,CREDIT
11/10/2017,CD/HABIB M/DS168699,263000.0,2713346.84,CREDIT
12/10/2017,NEFT/INTERSWITCHNG/Goodsandservices12102,12108.5,2725455.34,CREDIT
